Burley,47.4166,-122.6377,,0,0
Riverside,48.5047,-119.5102,273,0,273
Ocean Shores,46.9685,-124.1521,5553,0,5553
Bethel,47.4874,-122.6175,,0,0
Grisdale,47.357,-123.6124,,0,0
South Hill,47.1203,-122.2848,,0,0
Island View,46.2393,-119.2233,,0,0
Winona,46.9457,-117.8005,,0,0
Leadpoint,48.9094,-117.5875,,0,0
Brooklyn,46.7762,-123.5099,,0,0
Mansfield,47.8119,-119.638,339,0,339
Sequim,48.0747,-123.0944,20750,0,20750
Esperance,47.7937,-122.3469,,0,0
Springdale,48.0572,-117.7466,293,0,293
Okanogan,48.3671,-119.5783,2571,0,2571
Cedar Mountain,47.4482,-122.0732,,0,0
Moses Lake,47.1285,-119.2741,37774,0,37774
Littlerock,46.9018,-123.0179,,0,0
Trentwood,47.6966,-117.2108,,0,0
Mabton,46.2115,-119.9938,2532,0,2532
Klickitat,45.818,-121.1626,,0,0
Puyallup,47.1794,-122.2902,41001,0,41001
Cinebar,46.6043,-122.5318,,0,0
San de Fuca,48.2351,-122.7232,,0,0
Cathlamet,46.2056,-123.3835,553,0,553
Richardson,48.4515,-122.8988,,0,0
Sumner,47.2189,-122.2338,10093,0,10093
Davenport,47.6551,-118.1519,1708,0,1708
Cliffdell,46.9213,-121.042,,0,0
Fall City,47.5717,-121.9134,,0,0
Dockton,47.3718,-122.4593,,0,0
Conway,48.3356,-122.3444,,0,0
Marshall,47.5649,-117.4994,,0,0
Walla Walla,46.067,-118.3365,57779,0,57779
Canterwood,47.3766,-122.6022,,0,0
Lexington,46.1873,-122.9054,,0,0
Country Homes,47.7478,-117.4196,,0,0
Altoona,46.2699,-123.6144,,0,0
South Cle Elum,47.1862,-120.9525,560,0,560
Waldron,48.6876,-123.0369,,0,0
Chesaw,48.946,-119.0514,,0,0
Sunnyslope,47.5045,-122.729,,0,0
Olympic View,47.694,-122.7404,,0,0
Hood,45.7248,-121.5581,,0,0
Elbe,46.7652,-122.1946,,0,0
Venice,47.667,-122.5799,,0,0
Cumberland,47.2829,-121.9271,,0,0
Ostrander,46.1926,-122.8921,,0,0
Cohassett Beach,46.8655,-124.1053,,0,0
Deming,48.8381,-122.2313,,0,0
Sekiu,48.2637,-124.3012,,0,0
